Player,Pos,Age,Team,Venue,GF,GA,Opponent,MatchID,Round,Date,Score,Start Time,End Time,Minutes Played,Start Result,End Result,Result,Points,MOTM,Status,influence,bonus,total_points,bps,PM,GFteam,GAteam,TeamGF,TeamGA,TeamPM,TeamResult,Start Elo,K,Q,End Elo,E_i,C_i,Rating Change,avg_match_bps,maxbps,avg_match_inf,maxinf,adjBonus
Manuel Akanji,,,ManCity,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1875.4218232712055,26.5,0.7249999999999998,1875.4218232712055,,,0.0,,,,,
Ederson,,,ManCity,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1918.3402142719874,27.5,0.7749999999999998,1918.3402142719874,,,0.0,,,,,
Bobby Reid,,,Leicester,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1701.591430918373,26.5,0.7249999999999998,1701.591430918373,,,0.0,,,,,
Abdul Fatawu Issahaku,,,Leicester,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1656.3304663700471,35.5,1.0,1656.3304663700471,,,0.0,,,,,
Jannik Vestergaard,,,Leicester,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1577.8808049924714,28.5,0.6999999999999997,1577.8808049924714,,,0.0,,,,,
Richarlison,,,Tottenham,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1823.849405127324,37.5,1.0,1823.849405127324,,,0.0,,,,,
Timo Werner,,,Tottenham,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1734.2949154398855,28.5,0.8249999999999998,1734.2949154398855,,,0.0,,,,,
Dejan Kulusevski,,,Tottenham,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1785.170512150078,25.0,0.55,1785.170512150078,,,0.0,,,,,
Pape Matar Sarr,,,Tottenham,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1729.2129657727999,24.5,0.525,1729.2129657727999,,,0.0,,,,,
Micky van de Ven,,,Tottenham,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1804.2037195454782,36.5,1.0,1804.2037195454782,,,0.0,,,,,
Pedro Porro,,,Tottenham,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1804.1779592043604,24.5,0.525,1804.1779592043604,,,0.0,,,,,
Antony,,,ManUnited,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1768.2170587086323,38.0,1.0,1768.2170587086323,,,0.0,,,,,
James Mcatee,,,ManCity,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1855.696320900726,36.0,0.8749999999999999,1855.696320900726,,,0.0,,,,,
Jack Grealish,,,ManCity,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1873.9416451566647,30.0,0.8999999999999999,1873.9416451566647,,,0.0,,,,,
Matheus Nunes,,,ManCity,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1843.7380462560545,27.0,0.7499999999999998,1843.7380462560545,,,0.0,,,,,
John Stones,,,ManCity,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1885.7580617491747,35.0,1.0,1885.7580617491747,,,0.0,,,,,
George Edmundson,,,Ipswich,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1696.0592069685792,40.0,1.0,1696.0592069685792,,,0.0,,,,,
Arijanet Muric,,,Ipswich,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1665.4261751416507,28.5,0.7999999999999998,1665.4261751416507,,,0.0,,,,,
Charlie Taylor,,,Southampton,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1627.6837883499084,39.0,1.0,1627.6837883499084,,,0.0,,,,,
Harrison Armstrong,,,Everton,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1707.50644589255,40.0,1.0,1707.50644589255,,,0.0,,,,,
Roman Dixon,,,Everton,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1704.748665065837,40.0,1.0,1704.748665065837,,,0.0,,,,,
Oliver Skipp,,,Leicester,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1609.6198884802486,30.0,0.8999999999999999,1609.6198884802486,,,0.0,,,,,
Chadi Riad,,,CrystalPalace,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1729.7996139874838,40.0,1.0,1729.7996139874838,,,0.0,,,,,
Jeffrey Schlupp,,,CrystalPalace,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1724.8529066809065,34.0,1.0,1724.8529066809065,,,0.0,,,,,
Edson Álvarez,,,WestHam,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1686.1464388209572,24.5,0.5499999999999996,1686.1464388209572,,,0.0,,,,,
Aaron Cresswell,,,WestHam,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1738.916398378692,33.0,0.8749999999999999,1738.916398378692,,,0.0,,,,,
Ross Barkley,,,AstonVilla,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1753.5831243720822,30.0,0.8999999999999999,1753.5831243720822,,,0.0,,,,,
Reiss Nelson,,,Fulham,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1693.5559849538236,34.0,1.0,1693.5559849538236,,,0.0,,,,,
Riccardo Calafiori,,,Arsenal,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1897.6529278466267,29.0,0.8499999999999999,1897.6529278466267,,,0.0,,,,,
João Félix,,,Chelsea,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1796.8530180739422,34.0,1.0,1796.8530180739422,,,0.0,,,,,
Mykhailo Mudryk,,,Chelsea,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1792.3374329470919,39.0,1.0,1792.3374329470919,,,0.0,,,,,
Noni Madueke,,,Chelsea,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1804.683282602854,26.0,0.6000000000000001,1804.683282602854,,,0.0,,,,,
Marcos Senesi,,,Bournemouth,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1744.155054486918,35.0,1.0,1744.155054486918,,,0.0,,,,,
Miguel Almirón,,,Newcastle,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1741.9786539873005,37.0,1.0,1741.9786539873005,,,0.0,,,,,
Joe Willock,,,Newcastle,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1789.1320076448826,24.5,0.525,1789.1320076448826,,,0.0,,,,,
Kieran Trippier,,,Newcastle,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1763.3803972171652,29.0,0.8249999999999998,1763.3803972171652,,,0.0,,,,,
Harvey Elliott,,,Liverpool,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1836.810870279498,35.0,0.8999999999999999,1836.810870279498,,,0.0,,,,,
Wataru Endo,,,Liverpool,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1808.5552424305922,32.0,0.8749999999999999,1808.5552424305922,,,0.0,,,,,
Chiedozie Ogbene,,,Ipswich,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1697.6074590517767,40.0,1.0,1697.6074590517767,,,0.0,,,,,
Ramón Sosa,,,Forest,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1702.3878553234188,31.5,0.975,1702.3878553234188,,,0.0,,,,,
Sam Johnstone,,,Wolves,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1645.1153892161494,38.5,1.0,1645.1153892161494,,,0.0,,,,,
Adam Lallana,,,Southampton,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1667.341284168808,31.5,0.975,1667.341284168808,,,0.0,,,,,
Caleb Okoli,,,Leicester,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1647.44225353284,29.5,0.8749999999999999,1647.44225353284,,,0.0,,,,,
Séamus Coleman,,,Everton,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1709.216032697989,40.0,1.0,1709.216032697989,,,0.0,,,,,
Łukasz Fabiański,,,WestHam,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1746.31779862124,32.5,0.9249999999999999,1746.31779862124,,,0.0,,,,,
Nathan Aké,,,ManCity,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1831.315843646998,35.5,1.0,1831.315843646998,,,0.0,,,,,
Kyle Walker,,,ManCity,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1782.082193511578,30.5,0.9249999999999999,1782.082193511578,,,0.0,,,,,
Sandro Tonali,,,Newcastle,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1785.9429192296748,24.5,0.525,1785.9429192296748,,,0.0,,,,,
Radu Drăgușin,,,Tottenham,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1692.6001123168664,29.5,0.7999999999999998,1692.6001123168664,,,0.0,,,,,
Nathaniel Clyne,,,CrystalPalace,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1699.237978838533,34.5,1.0,1699.237978838533,,,0.0,,,,,
Ross Stewart,,,Southampton,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1673.4922449136973,40.0,1.0,1673.4922449136973,,,0.0,,,,,
Ryan Fraser,,,Southampton,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1639.089645583318,37.0,1.0,1639.089645583318,,,0.0,,,,,
Maxwel Cornet,,,Southampton,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1659.3363058997893,40.0,1.0,1659.3363058997893,,,0.0,,,,,
Rodri,,,ManCity,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1918.4107956462433,40.0,1.0,1918.4107956462433,,,0.0,,,,,
Álex Moreno,,,Forest,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1721.5789884479639,32.0,1.0,1721.5789884479639,,,0.0,,,,,
Eddie Nketiah,,,CrystalPalace,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1721.090737113183,25.0,0.6499999999999997,1721.090737113183,,,0.0,,,,,
Maxence Lacroix,,,CrystalPalace,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1821.8755147040586,24.5,0.525,1821.8755147040586,,,0.0,,,,,
Hamza Choudhury,,,Leicester,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1665.8199540671528,40.0,1.0,1665.8199540671528,,,0.0,,,,,
Ferdi Kadioglu,,,Brighton,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1743.8367119944542,39.0,1.0,1743.8367119944542,,,0.0,,,,,
Emi Buendía,,,AstonVilla,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1734.1246316740642,33.0,1.0,1734.1246316740642,,,0.0,,,,,
Orel Mangala,,,Everton,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1745.2221863075933,27.0,0.6999999999999997,1745.2221863075933,,,0.0,,,,,
Enes Ünal,,,Bournemouth,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1753.2805310348617,28.5,0.7999999999999998,1753.2805310348617,,,0.0,,,,,
Mark Travers,,,Bournemouth,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1777.9959693259304,40.0,1.0,1777.9959693259304,,,0.0,,,,,
Raheem Sterling,,,Arsenal,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1867.1331543005583,33.0,0.9249999999999999,1867.1331543005583,,,0.0,,,,,
Jorginho,,,Arsenal,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1879.4640068202382,33.0,1.0,1879.4640068202382,,,0.0,,,,,
Carlos Forbs,,,Wolves,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1696.7273953120548,36.0,1.0,1696.7273953120548,,,0.0,,,,,
Andy Irving,,,WestHam,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1701.0327664308393,34.5,1.0,1701.0327664308393,,,0.0,,,,,
Mikey Moore,,,Tottenham,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1785.2904742294063,37.5,1.0,1785.2904742294063,,,0.0,,,,,
Ryan Trevitt,,,Brentford,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1739.4110124451674,40.0,1.0,1739.4110124451674,,,0.0,,,,,
Diego Carlos,,,AstonVilla,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1761.020563729011,34.5,1.0,1761.020563729011,,,0.0,,,,,
William Osula,,,Newcastle,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1739.19562676394,34.5,1.0,1739.19562676394,,,0.0,,,,,
Federico Chiesa,,,Liverpool,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1804.8554543567805,40.0,1.0,1804.8554543567805,,,0.0,,,,,
Caoimhín Kelleher,,,Liverpool,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1900.859050315983,36.5,1.0,1900.859050315983,,,0.0,,,,,
Jakub Kiwior,,,Arsenal,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1808.8560753434144,36.5,1.0,1808.8560753434144,,,0.0,,,,,
Igor,,,Brighton,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1775.1546355805172,32.0,1.0,1775.1546355805172,,,0.0,,,,,
Joe Gomez,,,Liverpool,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1891.4190690675425,35.0,1.0,1891.4190690675425,,,0.0,,,,,
Trevoh Chalobah,,,Chelsea,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1789.1347500344677,30.0,0.8999999999999999,1789.1347500344677,,,0.0,,,,,
Vitezslav Jaros,,,Liverpool,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1838.3920109236715,40.0,1.0,1838.3920109236715,,,0.0,,,,,
Luis Guilherme,,,WestHam,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1704.504504852462,36.5,1.0,1704.504504852462,,,0.0,,,,,
Takehiro Tomiyasu,,,Arsenal,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1862.6091431748362,40.0,1.0,1862.6091431748362,,,0.0,,,,,
Harry Clarke,,,Ipswich,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1662.6121813850184,36.0,1.0,1662.6121813850184,,,0.0,,,,,
Asher Agbinone,,,CrystalPalace,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1741.2751812449428,40.0,1.0,1741.2751812449428,,,0.0,,,,,
Ricardo Pereira,,,Leicester,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1683.8768220278664,39.5,1.0,1683.8768220278664,,,0.0,,,,,
Tariq Lamptey,,,Brighton,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1719.5642234849813,29.5,0.8249999999999998,1719.5642234849813,,,0.0,,,,,
James Bree,,,Southampton,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1592.5960638109555,28.5,0.7499999999999998,1592.5960638109555,,,0.0,,,,,
Conor Townsend,,,Ipswich,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1696.8611648527515,39.5,1.0,1696.8611648527515,,,0.0,,,,,
Boubacar Kamara,,,AstonVilla,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1761.9522023707345,25.5,0.6749999999999997,1761.9522023707345,,,0.0,,,,,
Jorge Cuenca,,,Fulham,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1757.784916178996,37.5,1.0,1757.784916178996,,,0.0,,,,,
Jakub Moder,,,Brighton,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1754.5794258956673,38.0,1.0,1754.5794258956673,,,0.0,,,,,
Eric da Silva Moreira,,,Forest,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1734.0202329780927,40.0,1.0,1734.0202329780927,,,0.0,,,,,
Justin Devenny,,,CrystalPalace,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1746.6273753248386,27.5,0.7749999999999998,1746.6273753248386,,,0.0,,,,,
Caleb Kporha,,,CrystalPalace,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1732.0379444931582,39.5,1.0,1732.0379444931582,,,0.0,,,,,
Matt O'Riley,,,Brighton,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1735.5896829582425,29.5,0.8749999999999999,1735.5896829582425,,,0.0,,,,,
Jahmai Simpson-Pusey,,,ManCity,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1874.2783186834095,39.5,1.0,1874.2783186834095,,,0.0,,,,,
Alfie Pond,,,Wolves,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1713.3439896308766,40.0,1.0,1713.3439896308766,,,0.0,,,,,
Max Aarons,,,Bournemouth,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1762.3330972153358,38.0,1.0,1762.3330972153358,,,0.0,,,,,
Thiago,,,Brentford,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1754.8586934286873,37.0,1.0,1754.8586934286873,,,0.0,,,,,
Luke Shaw,,,ManUnited,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1780.6430683111982,39.0,1.0,1780.6430683111982,,,0.0,,,,,
Callum Wilson,,,Newcastle,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1725.429467004573,33.0,0.9249999999999999,1725.429467004573,,,0.0,,,,,
Joe Lumley,,,Southampton,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1688.5303124121367,37.5,1.0,1688.5303124121367,,,0.0,,,,,
Nathan Patterson,,,Everton,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1709.0255550426596,33.5,1.0,1709.0255550426596,,,0.0,,,,,
Will Lankshear,,,Tottenham,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1794.8446565836568,37.5,1.0,1794.8446565836568,,,0.0,,,,,
Fraser Forster,,,Tottenham,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1765.394070652495,33.5,1.0,1765.394070652495,,,0.0,,,,,
Robin Olsen,,,AstonVilla,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1762.0832161247044,37.5,0.975,1762.0832161247044,,,0.0,,,,,
Nathan Wood-Gordon,,,Southampton,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1598.3539983002108,31.0,0.95,1598.3539983002108,,,0.0,,,,,
Ronnie Edwards,,,Southampton,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1683.156643267777,39.0,1.0,1683.156643267777,,,0.0,,,,,
Filip Jørgensen,,,Chelsea,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1798.796799719302,34.0,0.95,1798.796799719302,,,0.0,,,,,
Tyrell Malacia,,,ManUnited,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1753.5640014019461,37.0,1.0,1753.5640014019461,,,0.0,,,,,
Leny Yoro,,,ManUnited,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1737.3214595480154,26.0,0.6999999999999997,1737.3214595480154,,,0.0,,,,,
Edmond-Paris Maghoma,,,Brentford,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1752.4440992610005,33.0,1.0,1752.4440992610005,,,0.0,,,,,
Joshua King,,,Fulham,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1757.8417753189954,35.0,1.0,1757.8417753189954,,,0.0,,,,,
Martin Dúbravka,,,Newcastle,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1822.5454999859846,29.0,0.8499999999999999,1822.5454999859846,,,0.0,,,,,
Danny Ward,,,Leicester,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1677.2617811934556,37.0,1.0,1677.2617811934556,,,0.0,,,,,
Alfie Dorrington,,,Tottenham,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1784.2137939766255,38.0,1.0,1784.2137939766255,,,0.0,,,,,
Jayden Meghoma,,,Brentford,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1767.1308435852764,38.0,1.0,1767.1308435852764,,,0.0,,,,,
Oliver Scarles,,,WestHam,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1742.2162582633187,29.0,0.8249999999999998,1742.2162582633187,,,0.0,,,,,
Kaelan Casey,,,WestHam,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1748.8869479688194,38.0,1.0,1748.8869479688194,,,0.0,,,,,
Lewis Miley,,,Newcastle,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1793.1292400773793,30.5,0.9249999999999999,1793.1292400773793,,,0.0,,,,,
Carlos Vinícius,,,Fulham,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1758.299037012319,37.5,1.0,1758.299037012319,,,0.0,,,,,
Martial Godo,,,Fulham,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1756.6762500909679,37.5,1.0,1756.6762500909679,,,0.0,,,,,
Matt Targett,,,Newcastle,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1794.6521848945238,37.0,1.0,1794.6521848945238,,,0.0,,,,,
Jakub Stolarczyk,,,Leicester,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1677.6664214384507,32.0,1.0,1677.6664214384507,,,0.0,,,,,
Solly March,,,Brighton,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1781.6325815224654,34.0,0.975,1781.6325815224654,,,0.0,,,,,
Kim Jisoo,,,Brentford,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1744.0740442307026,35.0,1.0,1744.0740442307026,,,0.0,,,,,
Hákon Rafn Valdimarsson,,,Brentford,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1715.1607196736577,36.0,1.0,1715.1607196736577,,,0.0,,,,,
Will Alves,,,Leicester,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1717.6209269130334,36.5,1.0,1717.6209269130334,,,0.0,,,,,
Sergio Reguilón,,,Tottenham,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1753.3784561288974,34.5,1.0,1753.3784561288974,,,0.0,,,,,
Ben Winterburn,,,Bournemouth,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1771.7360968110315,35.5,1.0,1771.7360968110315,,,0.0,,,,,
Brandon Austin,,,Tottenham,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1764.6079534059068,36.0,1.0,1764.6079534059068,,,0.0,,,,,
Sven Botman,,,Newcastle,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1817.099504557134,34.0,1.0,1817.099504557134,,,0.0,,,,,
Joshua Acheampong,,,Chelsea,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1771.9451436720915,33.0,0.975,1771.9451436720915,,,0.0,,,,,
Pedro Lima,,,Wolves,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1708.8726167086747,34.0,1.0,1708.8726167086747,,,0.0,,,,,
Rico Henry,,,Brentford,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1769.2724964809793,35.5,1.0,1769.2724964809793,,,0.0,,,,,
Antonín Kinský,,,Tottenham,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1766.0611804482896,32.5,1.0,1766.0611804482896,,,0.0,,,,,
Remy Rees-Dottin,,,Bournemouth,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1764.6764057349326,35.0,1.0,1764.6764057349326,,,0.0,,,,,
Lewis Orford,,,WestHam,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1728.5715812358555,34.0,1.0,1728.5715812358555,,,0.0,,,,,
Ben Godfrey,,,Ipswich,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1660.7880806999376,34.0,1.0,1660.7880806999376,,,0.0,,,,,
Divin Mubama,,,ManCity,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1884.1306636948077,35.0,1.0,1884.1306636948077,,,0.0,,,,,
Nico O’Reilly,,,ManCity,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1874.3725485693571,34.0,1.0,1874.3725485693571,,,0.0,,,,,
Jayden Danns,,,Liverpool,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1817.265298747407,34.5,1.0,1817.265298747407,,,0.0,,,,,
Zain Silcott-Duberry,,,Bournemouth,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1775.819841987413,34.5,1.0,1775.819841987413,,,0.0,,,,,
Romain Esse,,,CrystalPalace,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1788.5446716298807,33.5,1.0,1788.5446716298807,,,0.0,,,,,
Woyo Coulibaly,,,Leicester,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1660.2007703647232,31.5,0.975,1660.2007703647232,,,0.0,,,,,
Welington,,,Southampton,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1664.2314383676232,31.0,0.95,1664.2314383676232,,,0.0,,,,,
Michael Kayode,,,Brentford,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1742.1812164019682,31.0,0.95,1742.1812164019682,,,0.0,,,,,
Ben Chilwell,,,CrystalPalace,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1757.083378878258,31.5,0.975,1757.083378878258,,,0.0,,,,,
Kevin Danso,,,Tottenham,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1800.713188164472,30.5,0.9249999999999999,1800.713188164472,,,0.0,,,,,
Patrick Dorgu,,,ManUnited,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1753.7346288914562,31.5,0.975,1753.7346288914562,,,0.0,,,,,
Mathis Amougou,,,Chelsea,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1796.2605854335488,32.5,1.0,1796.2605854335488,,,0.0,,,,,
Shumaira Mheuka,,,Chelsea,,,,,,29,,,,,0,,,,,,,,,,,0.0,,,,,,,1797.1723369062438,32.5,1.0,1797.1723369062438,,,0.0,,,,,
Mikel Merino,"FW,LM",28.0,Arsenal,Home,2.0,1.0,Fulham,290.0,30,2025-04-01,2–1,0.0,97.0,97,0-0,2-1,1.0,3.0,True,Transfer,41.4,3.0,10.0,28.0,1.0,2.0,1.0,2.0,1.0,1.0,W,1861.8379472173947,24.0,0.5249999999999996,1879.2318468248945,0.6740496417747401,0.32595035822525986,17.393899607499772,11.533333333333333,28.0,15.033333333333333,42.2,0.6248025276461295
Gabriel Martinelli,LW,23.0,Arsenal,Home,2.0,1.0,Fulham,290.0,30,2025-04-01,2–1,0.0,97.0,97,0-0,2-1,1.0,3.0,False,Starter,27.8,0.0,5.0,22.0,1.0,2.0,1.0,2.0,1.0,1.0,W,1925.0216736768277,24.5,0.525,1933.2650472833075,0.7484332073191429,0.25156679268085713,8.243373606479738,11.533333333333333,28.0,15.033333333333333,42.2,0.30252764612954186
Ethan Nwaneri,RW,18.0,Arsenal,Home,2.0,1.0,Fulham,290.0,30,2025-04-01,2–1,0.0,66.0,66,0-0,1-0,1.0,3.0,False,Other,31.0,0.0,6.0,16.0,1.0,2.0,1.0,2.0,1.0,1.0,W,1860.786508468337,26.0,0.6999999999999997,1870.9409437231022,0.6727184536315017,0.32728154636849827,10.154435254765202,11.533333333333333,28.0,15.033333333333333,42.2,0.3783570300157978
